aal ale
unbezahlt unpaid
unbiegsam inflexibly
unbillig inequitable
unbrauchbar unusable
und and
undankbar thankless
undenkbar unthinkable
undeutlich inarticulate
undiszipliniert undisciplined
undokumentiert undocumented
undurchdringbar impenetrably
undurchdringlich impermeable
undurchfuehrbar impractibable
undurchsichtig opaque
unecht phonily
unedel ignoble
unehrlich dishonest
uneingeloest unredeemed
uneingeschraenkt unreserved
unempfindlich impassible
unendlich indefinitely
unentbehrlich indispensably
unentdeckt undetected
unentgeltlich gratuitous
unentrinnbar inescapable
unentschieden undecided
unentschlossen irresolute
unentschuldbar inexcusable
unentwegt undeviating
unentwirrbar inextricable
unerbittlich adamant
unerfahren inerxpertly
unergruendlich unfathomable
unerkennbar irrecognizable
unerklaerlich inexplicable
unerklaert undeclared
unerlaubt illicit
unermesslich immeasurable
unermuedlich indefatigable
unerreichbar unobtainable
unerreicht unmatched
unersaettlich insatiable
unersaetzlich irreplaceable
unerschoepflich inexhaustible
unerschrocken intrepid
unerschuetterlich imperturbable
unersetzlich irrecoverably
unertraeglich insufferable
unertraeglicher unbearablier
unertraeglichste unbearabliest
unerwaehnbar unmentionable
unerwaehnt unspoken
unerwarted unexpectedly
unerwartet unsuspected
unerwartete unattended
unerwidert unrequited
unerwiesen unproved
unerwuenscht undesirable
unerzogen uneducated
unfaehig impotent
unfair unfair
unfassbar inconceivable
unfehlbar infallible
unfertig unreadily
unformatiert unformatted
unfreiwillig involuntarily
unfreundlich unfriendly
unfruchbar infertile
ungangbar impassably
ungeaendert unaltered
ungeahnt undreamt
ungebaerdig unrulily
ungebeten unasked
ungebildet illiterate
ungeboren unborn
ungebraeuchlich unusual
ungebrochen unbroken
ungebuehrlich undue
ungebunden unattached
ungeduldig impatient
ungeehrt unhonored
ungeeignet improperly
ungefaehr about
ungefragt unaskedly
ungeheuer egregious
ungehindert unchecked
ungehoerig unseemlily
ungehorsam disobedient
ungekennzeichnet unsigned
ungekocht uncooked
ungekuerzt unabridged
ungeladen unloaded
ungelegen unseasonable
ungelernt unskilled
ungeloescht unerased
ungeloest unsolved
ungemuetlich uncomfortable
ungenannt unnamed
ungenau improper
ungenuegend insufficient
ungepackt unpacked
ungepflegt unkempt
ungerade odd
ungerecht unjust
ungereift unseasonabled
ungerufen uncalled
ungesagt unsaid
ungeschickt awkward
ungeschlagen unbeaten
ungeschminkt unvarnished
ungeschuetzt unprotect
ungeschult unschooled
ungesellig unsociable
ungesetzlich illegally
ungestoert undisturbed
ungesund unhealthily
ungeuebt unpractised
ungewaehlte unselected
ungewoehnlich inconvenient
ungewohnt unaccustomed
ungezaehlte uncounted
ungezwungen unceremonious
unglaeubig faithless
unglaublich elusive
unglaublicher unbelievablier
ungleich unequal
ungleichmaessig uneven
ungluecklich unhappily
unglueckliche accidental
ungluecklicherweise accidentally
ungueltig invalid
unguenstig unfavorable
unhaltbar indefensible
unhandlich bulky
unheilbar incurable
unheilvoll disasterous
unheimlich uncannily
unhoeflich discourteous
unhoerbar inaudible
unhygienisch unsanitarily
unidentifiziert unidentified
unindiziert unindexed
uninteressant uninteresting
universal universal
unklar indistinct
unkleidsam unbecoming
unklug imprudent
unkomprimiert uncompressed
unkontrollierbar uncontrollable
unkontrolliert uncontrolled
unkonventionell unconventional
unkopierbar uncopyable
unkorrigierbar uncorrectable
unkultiviert uncultivated
unlesbar illegible
unleserlich illegibly
unloesbar unsolvable
unloeslich insoluble
unlogisch illogical
unmaessig incontinent
unmarkierbar unremarkably
unmarkiert untagged
unmelodisch tuneless
unmenschlich inhuman
unmerklich imperceptible
unmissverstaendlich unmistakable
unmittelbar direct
unmoebliert unfurnished
unmoeglich impossible
unmontiert unmounted
unmoralisch immoral
unnachahmlich inimitable
unnachgiebig unaccomodating
unnahbar inapproachable
unnatuerlich unnatural
unnoetig needlessly
unnormal abnormal
unnuetz unprofitable
unordentlich messy
unparteiisch impartial
unpassend incongruous
unpassierbar impassable
unpersoenlich impersonal
unpopulaer unpopuarly
unpraktisch impractical
unqualifiziert unpolished
unrasiert unshaven
unrealistisch unrealistic
unrechtmaessig unlawfully
unredlich unrighteous
unregistriert unregistered
unreif immature
unrein impure
unruhig uneasily
unruhiger uneasier
unruhigste uneasiest
unsagbar unspeakable
unsanft ungentle
unschaedlich innoxious
unschaetzbar inestimable
unschoen unhandsome
unschuldig innocent
unser our
unsere ours
unsicher insecure
unsichtbar invisible
unsinnig nonsensical
unsozial unsocial
unspezifiziert unspecified
unstabil unstable
unsterblich deathless
unstet choppy
unstetig unsteadily
untaetig inactively
unten bellow
unter under
unterbesetzt understaffed
unterbewertend understating
unterbieten underbid
unterbietend underbidding
unterbietet underbids
unterbindend prohibitive
unterboten undercutted
unterbrechbar interruptible
unterbrechen break
unterbrechend breaking
unterbricht breaks
unterbrochen discontinued
unterdruecken oppress
unterdrueckend oppressing
unterdrueckt oppresses
unterdrueckte oppressed
untere inferior
unterernaehrt underfed
untergeordnet secondarily
untergraben undermine
untergrabend undermining
untergraebt undermines
unterhaelt entertains
unterhalb underneath
unterhalten entertain
unterhaltend entertaining
unterlaesst omits
unterlassend omitting
unterlegen highlite
untermauern underpin
untermauernd underpinning
untermauert underpins
untermauerte underpinned
unternehmungslustig enterprising
unternimmt undertakes
unterordnend subordinating
unterrichtet instructs
untersagen forbid
unterschaetzen underestimate
unterschaetzend underrating
unterschaetzt underestimated
unterschaetzte underrated
unterscheiden discern
unterscheidend differing
unterscheidet discerns
unterschied discerned
unterschiedlich differently
unterschlaegt embezzles
unterschlagen embezzle
unterschlagend embezzling
unterschreiben undersign
unterschreibend undersigning
unterschreibt undersingns
unterschrieb underwrote
unterschrieben underwritten
unterst lowest
unterste lowest
unterstellt supposed
unterstes undermost
unterstreichen underline
unterstreichend underlining
unterstreicht underlines
unterstrichen underlined
unterstuetzen provide
unterstuetzend providing
unterstuetzt assists
untersuchen explore
untersuchend researching
untersucht probed
untertunnelnd tunnelling
untertunnelt tunnelled
untervermieten sublease
untervermietend subleasing
untervermietet sublet
unterwuerfig obsequious
unterzeichnen subscribe
unterzeichnend subscribing
unterzeichnet subscribes
unterzeichnete subscribed
untgerstuetzt supported
untrennbar inseparable
untreu unfaithful
untroestlich brokenhearted
unuebersetzt untranslated
unuebertroffen unsurpassed
unueberwindlich impregnable
unueblich unusual
unumschraenkt sovereignly
ununterbrochen incessant
ununterrichtet uninformed
ununterstuetzt unaided
unveraenderbar immovable
unveraenderlich changeless
unveraendert unmodified
unverantwortlich irresponsible
unverbesserlich incorrigible
unverbraucht unspent
unverbunden unconnected
unverdaulich indigestible
unverdient undeserved
unverdientermassen undeservedly
unvereinbar inconsistent
unverfroren unabashed
unvergaenglich imperishable
unvergessen unforgotten
unvergesslich unforgettable
unvergleichlich incomparably
unverheiratet unmarried
unverhofft unexpected
unverkaeuflich inalienable
unverkleidet undisguised
unverleichbar incomparable
unverletzlich inviolable
unverletzt unhurt
unvermeidlich inevitable
unvermindert unabated
unvernuenftig irrational
unverschaemt barefaced
unverschlossen unlocked
unverschluesselt unencrypted
unversehens unawares
unversehrt intactly
unversoehnlich unforgiving
unverstaendlich unintelligible
unversucht untried
unvertraeglich incompatible
unvertraut unfamiliarly
unverwundbar invulnerably
unverzagt unshrinking
unvollkommen imperfectly
unvollstaendig imperfect
unvorbereitet unprepared
unvoreingenommen unprejudiced
unvorhergesehen unforeseen
unvorhersagbar unpredictable
unvorschriftsmaessig incorrectly
unvorsichtig incautious
unvorstellbar unimaginable
unwahr untrue
unwahrscheinlich implausible
unwesentlich inessential
unwichtig unimportant
unwiderlegbar irrefutable
unwiderleglich unanswerable
unwiderruflich irrevocable
unwiderstehlich irresistible
unwiederbringlich unrecoverable
unwillkommen unwelcome
unwirksam ineffective
unwirtlich inhospitable
unwissend ignorant
unwissentlich unwitting
unwuerdig undeserving
unzaehlbar uncountable
unzaehlig innumerably
unzaehlige innumerable
unzaehmbar indomitable
unzensiert unstrained
unzerbrechlich unbreakable
unzerstoerbar indestructible
unzivilisiert uncivilized
unzuechtig bawdily
unzufrieden discontented
unzugaenglich impenetrable
unzulaenglich inadequate
unzulaessig illegal
unzusammenhaengend incoherent
unzustaendig incompetent
unzuverlaessig unreliable
unzweideutig unambiguous
urinieren urinate
urinierend urinating
uriniert urinates
urinierte urinated
ursaechlich causal
urspruenglich orginally
usw. etc
utopisch utopian
vaeterlich fatherly
variieren vary
vaterlos fatherless
vederbend tainting
vegativ negatively
vegetativ vegetative
vegetieren vegetate
vegetierend vegetating
vegetiert vegetates
vegetierte vegetated
ventilieren ventilate
ventilierend ventilating
ventiliert ventilates
ventilierte ventilated
verabscheuen abhor
verabscheuend abhoring
verabscheut abhores
verabscheute abhored
verachten despise
verachtend despising
verachtenswert contemptible
verachtet despises
verachtete despised
veraechtlich abjectly
veraenderlich changeably
veraenderlicher mutablier
veraenderlichste mutabliest
veraendernd varying
veraendert varies
verallgemeinern generalize
verallgemeinernd generalizing
verallgemeinert generalized
veraltet antiquated
veranlagungsgemaess temperamental
veranlassen induce
veranlassend inducing
veranlasst induces
veranlasste induced
veranschaulichen illustrate
verantwortlich accountable
verarbeiten handle
verarbeitend processing
verarmt impoverished
verarztend vetting
verarztete vetted
verbannen banish
verbannt banished
verbat forbade
verbergen conceal
verbergend concealing
verbessern improve
verbessernd improving
verbessert improved
verbesserte rectified
verbesserungsfaehig improvable
verbeulend denting
verbeult dented
verbiegen bend
verbieten interdict
verbietend interdicting
verbietet forbids
verbilligen cheapen
verbilligend cheapening
verbilligt cheapens
verbilligte cheapened
verbinden concatenate
verbindend linking
verbindet chains
verbindlich obligatory
verbirgt conceals
verbissen dogged
verbittern embitter
verbitternd embittering
verbittert embittered
verblasst fades
verblasste faded
verbleibt remains
verblueffen astound
verblueffend astounding
verbluefft astounds
verblueffte astounded
verborgen concealed
verboten forbidden
verbrannt burnt
verbrannte scorched
verbrauchen consume
verbrauchend consuming
verbraucht consumed
verbreiten diffuse
verbreitend diffusing
verbreitet diffuses
verbreitete diffused
verbrennen scorch
verbrennend scorching
verbrennt scorchs
verbringen spend
verbruehen scald
verbruehend scalding
verbrueht scalds
verbruehte scalded
verbuenden confederate
verbuendend federalizing
verbuendet allied
verbuergen vouch
verbuergte vouched
verbunden aligned
verdampfen vaporize
verdampfend vaporizing
verdampft vaporizes
verdampfte vaporized
verdankend owing
verdauend digesting
verdaut digests
verdaute digested
verderben debauch
verderbend corrupting
verderblich baleful
verdichten concondense
verdichtend solidifying
verdichtet condensed
verdichtete solidified
verdicken thicken
verdickend thickening
verdickt fattens
verdickte thickened
verdienend deserving
verdienstvoll meritorious
verdient deserves
verdiente merited
verdirbt corrupts
verdoppeln redouble
verdoppelnd redoubling
verdoppelt doubled
verdoppelte redoubled
verdorben corrupt
verdraengen oust
verdraengend ousting
verdraengt ousts
verdraengte ousted
verdrahtend wiring
verdrahtet wired
verdrehen contort
verdrehend contorting
verdreht contorts
verdrehte contorted
verdreifachte trebled
verdreschen thresh
verdriesslich peevish
verdroschen threshed
verdrucken misprint
verdruckend misprinting
verdruckt misprints
verdruckte misprinted
verduennen dilute
verduennend diluting
verduennt dilutes
verduennte diluted
verdunkelnd dimming
verdunkelt darkened
verdunkelte dimmed
verdunsten evaporate
verdunstend evaporating
verdunstet evaporated
verehrend adoring
verehrungswuerdig adorably
vereinbarend stipulating
vereinbart stipulated
vereinend unifying
vereinfachen simplify
vereinfacht simplified
vereinheitlichen unify
vereinheitlicht unified
vereinigen ally
vereinigend allying
vereinigt united
vereinigte coalesced
vereint unifies
vereisend icing
vereist iced
verewigend perpetuate
verewigt perpetuates
verewigte perpetuated
verfaelschen sophisticate
verfaelschend sophisticating
verfaelscht sophisticates
verfallen decay
verfallend decaying
verfassungswidrig unconstitional
verfaulen fester
verfaulend festering
verfault festers
verfaulte festered
verfeinern refine
verfeinernd refining
verfeinert refined
verfliessen lapse
verfliessend elapsing
verfliesst elapses
verflossen elapsed
verflucht cursed
verfolgen haunt
verfolgend trailing
verfolgt haunts
verfolgte chased
verfuegbar available
verfuegen enact
verfuegend enacting
verfuegt enacts
verfuehren ensnare
verfuehrend ensnaring
verfuehrerisch seductive
verfuehrt ensnared
verfuehrte seduced
vergangen bygone
vergass forgot
vergebend forgiving
vergeblich unavailing
vergelten requite
vergeltend requiting
vergeltet requites
vergessen forget
vergessend forgetting
vergesslich forgetful
vergiessen shed
vergiessend shedding
vergiesst sheds
vergilbt yellowed
vergisst forgets
vergleichbar commensurable
vergleichen collate
vergleichend comparative
vergleichsweise comparatively
vergleicht compares
verglichen compared
vergoettern deify
vergoetternd deifying
vergoettert deifies
vergoetterte deified
vergolden gild
vergoldend gilding
vergoldete gilt
vergolten requited
vergossen shedded
vergrabend burying
vergraebt burys
vergroessern enlarge
vergroessernd augmenting
vergroessert augmented
verhaetscheln coddle
verhaetschelnd coddling
verhaetschelt coddled
verhaetschelte cuddled
verhaftend arresting
verhaftet arrested
verhandeln negotiate
verhandelnd negotiating
verhandelt negotiates
verhandelte negotiated
verhasst hateful
verhauen spank
verhauend spanking
verhaut spanks
verhaute spanked
verheerend wasteful
verherrlichen glorify
verherrlicht glorified
verhindern prevent
verhindernd inhibiting
